callsign_ogrinal,flag_normalized,imo,mmsi,my_vessel_type,port_of_registry,service_speed,teu,trial_speed,vessel_name_original,depth_moulded,draught,length_registered,deadweight,gross_tonnage,net_tonnage,ism_manager_name,owner_name,year_of_built,eng_total_bhp,eng_total_kw
ICAM,Italy,9349629,247283500,Container,TRIESTE,23.9,4363,,ITAL MODERNA,19.55,12.75,249.94,53644,42020,25512,ITALIA MARITTIMA S.P.A.,ITALIA MARITTIMA S.P.A.,2008,49027,36560
EPBR3,"Iran, Islamic Republic of",9349667,422031600,Container,QESHM,25.8,6415,,ABYAN,24.8,14,,81112,75395,42788,RAHBARAN OMID DARYA,OGHIAANOUS KHOROUSHAN SHIPPING,2008,,60200
EPBR4,"Iran, Islamic Republic of",9349679,422031700,Container,QESHM,25.8,5541,,ZARDIS,24.8,14,293.41,81021,75395,42788,RAHBARAN OMID DARYA,OGHIAANOUS KHOROUSHAN SHIPPING,2008,,60200
D5BL4,Liberia,9349796,636092391,Container,Monrovia,24,4860,,MSC MONTEREY,,13.5,262.82,63397,50963,30224,NSB NIEDERELBE SCHIFFAHRTSGES,Beteiligungs-KG MS BUXVILLAGE Verwaltungs- und Bereederungs GmbH & Co.,2007,,39970
A8OF8,Liberia,9349801,636091473,Container,Monrovia,24,4860,,MSC CORDOBA,,13.5,262.82,63353,50963,30224,NSB NIEDERELBE SCHIFFAHRTSGES,CONTI 153 CONTI CORDOBA,2008,53600,39970
3EQT,Panama,9349813,354530000,Container,Panama,24,4860,,MSC CARMEN,,14,262.82,63359,50963,30224,UNKNOWN,VEANA HOLDINGS INC,2008,53600,39970
3ESE2,Panama,9349825,370273000,Container,Panama,24,4860,,MSC NURIA,,13.5,262.82,63377,50963,30224,MEDITERRANEAN SHIPPING CO SRL,DASUDA INTERNATIONAL CORP,2008,53600,39970
DKBW2,Germany,9349875,218831000,Container,ROSTOCK,21,2700,,PONA,16.4,11.4,210.95,37905,27968,13574,REEDEREI F LAEISZ GMBH,MS PONA GmbH & Co. KG,2007,27598,20580
DEBE2,Germany,9349887,218834000,Container,ROSTOCK,21,2700,,POSEN,16.4,11.4,210.95,37951,27968,13574,LAEISZ SCHIFFAHRTS GMBH & CO,MS POSEN GmbH & Co. KG,2007,27598,20580
A8NM5,Liberia,9350018,636013521,Container,MONROVIA,25,5888,,APL MINNESOTA,19.4,14,279.77,72912,71787,26914,SHOEI KISEN KAISHA LTD,LOS HALILLOS SHIPPING CO SA,2008,84377,62920
A8NM6,Liberia,9350020,636013522,Container,MONROVIA,25,6350,,APL NEW JERSEY,19.4,14.02,279.77,72912,71787,26914,SHOEI KISEN KAISHA LTD,SHOEI KISEN KAISHA/PARAISO,2008,84377,62920
9V8987,Singapore,9350032,564397000,Container,SINGAPORE,26,6350,,APL FLORIDA,19.4,14.02,279.77,72912,71787,26914,SYNERGY MARITIME (P) LTD,ARGOSY PTE LTD,2008,84377,62920
9V8986,Singapore,9350044,564897000,Container,SINGAPORE,25,6350,,APL CALIFORNIA,19.4,14.02,279.77,72912,71787,26914,SYNERGY MARITIME (P) LTD,ARGOSY PTE LTD,2009,84377,62920
9V5644,Singapore,9350147,563032600,Container,Panama,20,1800,,WAN HAI 173,13.5,9.5,172.7,22171,16472,7615,APEX SHIP MANAGEMENT PTE LTD,MI-DAS LINE SA,2008,,15805
9V5783,Panama,9350159,563041500,Container,Panama,20,1805,,WAN HAI 175,13.5,9.5,172.7,22171,16472,7615,KOREA MARINECRAFT CO LTD,MI-DAS LINE SA,2008,21194,15805
V2CL5,Antigua and Barbuda,9350317,305036000,Container,St. John's,22.3,2490,,HERMES,,11.4,202.13,34365,27061,12221,HANSA SHIPPING GMBH & CO KG,Schiffahrts-Gesellschaft MS HERMES mbH & Co. KG,2006,26377,19670
2BHA6,United Kingdom,9350381,235066053,Container,LONDON,24,4400,,CMA CGM AMBER,21.5,13.5,266.4,50200,49810,29772,CMA SHIPS,OCEAN TIANHUA SHIPPING LTD,2008,61271,45690
2BLO7,United Kingdom,9350393,235067205,Container,LONDON,24,4400,,CMA CGM CORAL,21.5,12,282,50200,49810,29772,CMA SHIPS UK LTD,OCEAN TIANJI SHIPPING LTD,2008,61271,45690
9VFX5,Singapore,9351024,565909000,Container,Singapore,24.2,4250,,KOTA LAMBAI,,12.6,260.66,50596,39906,24504,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,2008,49706,37065
9VFX9,Singapore,9351036,565944000,Container,SINGAPORE,24.2,4250,,KOTA LAMBANG,,12.6,,50596,39906,24504,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,2008,49706,37065
VRRG6,Singapore,9351048,477148500,Container,Singapore,24.2,4250,,KOTA LARIS,,12.6,76.9,50469,39906,24504,PACIFIC INTERNATIONAL LINES,PST MANAGEMENT PTE LTD,2008,,
9VJD4,Singapore,9351050,563961000,Container,SINGAPORE,24.2,4250,,KOTA LAZIM,,12.6,,50638,39906,24504,PACIFIC INTERNATIONAL LINES,TRANPAC HOLDINGS,2008,,
9HA4088,Malta,9351115,249034000,Container,VALLETTA,18,724,,MAX SUN,10.35,8,119.54,8691,7532,3553,OSM MARITIME AS,BMax Shipping 5214 Ltd.,2007,9655,7200
2ARK9,United Kingdom,9351127,235062343,Container,LONDON,26.1,5078,,CMA CGM GEORGIA,21.8,13.5,,65890,54309,34011,CMA CGM INTERNATIONAL SHIPPING,XINTAI INTERNATIONAL SHIP,2008,77600,57866
2BCY3,United Kingdom,9351139,235065043,Container,LONDON,26.1,5095,,CMA CGM VIRGINIA,21.8,13.5,294.1,65890,54309,34011,CMA CGM INTERNATIONAL SHIPPING,JIAYANG INTERNATIONAL SHIP,2008,77600,57866
2BLN2,United Kingdom,9351141,235067192,Container,LONDON,26.1,5095,,CMA CGM NEW JERSEY,21.8,13.5,294.1,65890,54309,34011,CMA CGM INTERNATIONAL SHIPPING,JIAYUAN INTERNATIONAL SHIP,2008,77600,57866
CQGK,Portugal,9351218,255805660,Container,Madeira,20,1713,,TASMAN STRAIT,13.8,10,166.23,22314,18123,7996,CARSTEN REHDER SCHIFFSMAKLER,MS TASMAN STRAIT GmbH & Co. KG,2008,21194,15805
3EOC,Panama,9351579,354745000,Container,Panama,24.5,4254,,MSC TAMARA,19.3,13,253.57,53335,41225,24035,MSC SHIPMANAGEMENT LTD,GERSOR INTERNATIONAL INC,2008,49027,36560
3EPZ,Panama,9351581,356205000,Container,Panama,24.5,4254,,MSC KIM,19.3,13,253.57,50547,41225,24035,MEDITERRANEAN SHIPPING CO SRL,NIMARES OVERSEAS CORP,2008,49027,36560
3ESB8,Panama,9351593,370254000,Container,Panama,24.5,4254,,MSC ANGELA,19.3,13,253.57,50568,41225,24035,MEDITERRANEAN SHIPPING CO SRL,ROFETIS CORP,2008,49027,36560
VRHB2,Hong Kong,9351608,477815200,Container,HONG KONG,23.5,4254,,SEASPAN FRASER,19.3,12.62,264.99,50382,41225,24035,SEASPAN SHIP MANAGEMENT LTD,Seaspan 140 Ltd.,2010,,
PPVQ,Brazil,9351799,710003840,Container,RIO DE JANEIRO,21,1688,,LOG IN PANTANAL,14.2,10,175.31,23821,18017,8666,LOG-IN LOGISTICA INTERMODAL S.A.,LOG-IN LOGISTICS GMBH,2007,16896,12600
3EFZ8,Panama,9351804,356207000,Container,Panama,17,620,,OEL COLOMBO,11.2,7.3,137.7,13471,9990,4285,ORIENT EXPRESS SHIP MANAGEMENT,ORIENT EXPRESS LINES,2008,,10000
3FNM5,Panama,9351816,370932000,Container,Panama,17,620,,OEL INDIA,11.2,7.3,137.7,13433,9990,4285,ORIENT EXPRESS SHIP MANAGEMENT,ORIENT EXPRESS LINES,2008,,10000
OZDL2,Denmark,9352004,219228000,Container,K?benhavn,25,8379,,MAERSK STEPNICA,24.8,14.52,320.9,107978,92293,54395,MAERSK LINE A/S,MAERSK LINE A/S,2008,92047,68640
OZDM2,Denmark,9352016,219229000,Container,K__enhavn,25,8379,,MAERSK SALALAH,24.8,14.52,,107978,92293,54395,MAERSK LINE A/S,MAERSK LINE A/S,2008,10100,7531
OZDQ2,Denmark,9352028,219231000,Container,K__enhavn,25,8379,,MAERSK SAVANNAH,24.8,14.52,,107978,92293,5495,MAERSK LINE A/S,MAERSK LINE A/S,2008,92047,68640
VRGW2,Hong Kong,9352030,477770300,Container,HONG KONG,25.6,8379,,MAERSK SALINA,24.8,14.5,,107978,92293,54395,MAERSK LINE A/S,ELISA SNC,2008,92047,68640
VRGW3,Hong Kong,9352042,477770200,Container,HONG KONG,25.6,8379,,MAERSK STOCKHOLM,24.8,14.5,,107978,92293,54395,MAERSK LINE A/S,APOLLINE,2008,92047,68640
,Singapore,9352078,,Container,MONROVIA LIBERIA,21.29,1800,,SICHEM EDINBURGH,,,,,15700,,,,,,
V7PK9,Marshall Islands,9352391,538003252,Container,Majuro,24.5,4250,,MOL DEDICATION,19.3,12.6,246.75,50596,39906,24504,RICKMERS SHIPMANAGEMENT (SINGAPORE) PTE. LTD.,SUI AN NAVIGATION LTD,2008,49027,36560
V7PR9,Marshall Islands,9352406,538003274,Container,Majuro,24.5,4250,,MOL DELIGHT,19.3,12.6,246.78,50641,39906,24504,RICKMERS SHIPMANAGEMENT (SINGAPORE) PTE. LTD.,PINGEL NAVIGATION LTD,2008,49027,36560
V7PS5,Marshall Islands,9352418,538003278,Container,Majuro,24.5,4250,,MOL DESTINY,19.3,12.6,246.75,50648,39906,24504,RICKMERS SHIPMANAGEMENT (SINGAPORE) PTE. LTD.,Ebba Navigation Ltd.,2009,49027,36560
V7QO2,Marshall Islands,9352420,538003407,Container,Majuro,24.2,4250,,MOL DEVOTION,19.3,12.6,246.8,50595,39906,24504,RICKMERS SHIPMANAGEMENT (SINGAPORE) PTE. LTD.,CLAN NAVIGATION LTD,2009,49027,36560
9V9470,Singapore,9352432,566127000,Container,SINGAPORE,19.5,1054,,SINAR BANDUNG,13.7,8.96,136.57,14984,12584,5336,APEX SHIP MANAGEMENT PTE LTD,SAMUDERA SHIPPING LINE PTE LTD,2005,13394,9988
3WFX9,Viet Nam,9352664,574001370,Container,,17.5,707,,NASICO GREEN,,7.44,,8685,6323,,UNKNOWN,NAM TRIEU SHIPPING CO LTD.,2012,,
XVDT,Viet Nam,9352676,574000120,Container,,17.5,707,,HUNG DAO,,7.36,126.8,8683,6323,3218,UNKNOWN,NAM TRIEU SHIPPING CO LTD.,2010,,
3WJX9,Viet Nam,9352688,,Container,,17,707,,NASICO DIAMOND,,7.36,,8500,6454,,,NASICO,2015,,
A8MH2,Liberia,9353228,636091346,Container,Monrovia,23.5,3400,,NORTHERN DEBONAIR,18.8,12,216.54,42000,35975,15938,NORDDEUTSCHE REEDEREI SCHULDT,Northern Debonair Shipping Corp.,2007,42805,31920
A8SV8,Liberia,9353230,636091783,Container,Monrovia,23.5,3534,,NORTHERN DIPLOMAT,18.8,12,216.54,42007,36007,15938,NORDDEUTSCHE REEDEREI SCHULDT,Schifffahrtsgesellschaft MS NORTHERN DIPLOMAT GmbH & Co. KG,2009,42899,31990
A8OR9,Liberia,9353254,636013694,Container,MONROVIA,24.3,4252,,YM EMINENCE,19.1,12.5,268.8,52773,42741,19338,YANG MING MARINE TRANSPORT,FSL-20 INC,2008,54460,40610
A8OS2,Liberia,9353266,636013695,Container,MONROVIA,24.3,4252,,YM ELIXIR,19.1,12.5,259.05,51870,42741,19338,YANG MING MARINE TRANSPORT,FSL-21 INC,2008,54460,40610
A8OS4,Liberia,9353278,636013697,Container,Monrovia,24.3,4252,,YM ENHANCER,19.1,13.02,268.8,52773,42741,19338,YANG MING MARINE TRANSPORT,FSL-22 INC,2008,54460,40610
A8OS5,Liberia,9353280,636013698,Container,Monrovia,24,4252,,YM EFFICIENCY,19.1,12.5,268.8,52773,42741,19338,YANG MING MARINE TRANSPORT,ALL OCEANS TRANSPORTATION INC,2009,54460,40610
A8OS6,Liberia,9353292,636013699,Container,Monrovia,24,4218,,YM ETERNITY,19.1,12.5,268.8,52773,42741,19338,YANG MING MARINE TRANSPORT,ALL OCEANS TRANSPORTATION INC,2009,54460,40610
D5AX7,Liberia,9353723,636092357,Container,MONROVIA,18,917,,HELSINKI,,6.93,154.85,10750,8971,4776,VEGA REEDEREI FRIEDRICH DAUBER GMBH & CO. KG,VEGA HELSINKI SCHIFFAHRTS,2007,10728,8000
CQID8,Portugal,9353735,255805932,Container,VALLETTA,18,917,,VEGA PHILIPP,9.3,6.97,,10750,8971,4776,VEGA REEDEREI FRIEDRICH DAUBER GMBH & CO. KG,VEGA PHILIPP SCHIFFAHRTS,2008,10728,8000
V2EQ5,Antigua and Barbuda,9353747,305510000,Container,ST. JOHN'S,18,917,,UNISKY,9.3,6.97,,10600,9056,4776,UNITAS SCHIFFAHRTSGES MBH & CO. KG,UNISKY UNITAS SCHIFFAHRTSGES,2009,10728,8000
,Gibraltar,9353759,,Container,,18,917,,ESPACE,,6.97,,10600,8976,,,BELUGA SHIPPING,2010,,
YBQR2,Singapore,9353931,525100552,Container,SINGAPORE,16,608,,SELATAN DAMAI,,7.01,,8150,6245,2656,PACIFIC INTERNATIONAL LINES,PACIFIC INTERNATIONAL LINES,2007,,
9MHR5,Malaysia,9353943,533016600,Container,Singapore,16,606,,SALAM MESRA,,7,109.03,8150,6245,2656,PACIFIC INTERNATIONAL LINES,MALAYSIA SHIPPING CORP SDN BHD,2007,4500,3355
3ESF9,Panama,9354167,370289000,Container,PANAMA,25.7,6661,,NYK TERRA,20.14,14.02,295.38,80282,76789,27684,NYK SHIPMANAGEMENT PTE LTD,GLORY SHIP HOLDING SA,2008,84229,62810
OJML,Finland,9354325,230984000,Container,Beograd,18,908,,LINDA,12.3,9,132.26,11487,9131,4205,LANGH SHIP AB,Langh Ship Oy Ab,2007,11264,8400
OJMM,Finland,9354337,230985000,Container,Helsinki,18,908,,AILA,12.3,9,132.26,11497,9131,4205,LANGH SHIP AB,Langh Ship Oy Ab,2007,11264,8400
9HA4164,Malta,9354349,249238000,Container,LIMASSOL,18.5,868,,X PRESS ETNA,11.3,8.7,125.08,11257,9981,6006,SYNERGY MARINE PTE LTD,WEALTH TEAM SHIPPING LTD,2006,11264,8400
CQYU,Portugal,9354351,255805899,Container,LONDON,18.5,1008,,ANINA,11.3,8.7,139.79,13720,11662,7284,DOEHLE P,NB 1234,2006,11421,8516
CQCY,Portugal,9354363,255805775,Container,MONROVIA,18.5,868,,WEC MONDRIAAN,11.3,8.7,125.08,11273,9981,6006,MSC SHIPMANAGEMENT LTD,HOLLAND MAAS BEHEER V BV,2006,11264,8400
ZDIO6,Gibraltar,9354375,236471000,Container,Gibraltar,18.5,868,,ARA ATLANTIS,11.3,9,125.08,11435,9962,6006,ARA SHIP MANAGEMENT BV,ARA ATLANTIS SHIPPING BV,2007,11264,8400
CQBQ,Portugal,9354387,255805845,Container,MADEIRA,18.5,868,,ANDANTE,11.3,9,125.08,11433,9962,6006,DEDE GMBH & CO KG,ANDANTE SCHIFFAHRTS,2007,,
V2BY8,Antigua and Barbuda,9354399,304962000,Container,ST. JOHN'S,18.5,868,,BUXTEHUDE,,8.7,125.08,11431,9962,6006,HANS UWE MEYER BEREEDERUNGS GMBH & CO.KG,STADE REEDEREI MEYER GMBH &amp; CO,2006,11264,8400
9HA4065,Malta,9354404,249037000,Container,Valletta,18.5,868,,BF EUPHORIA,,8.71,125.08,11432,9962,6006,OSM MARITIME AS,BMax Shipping 5217 Ltd.,2006,11264,8400
5BLE2,Cyprus,9354416,210903000,Container,LIMASSOL,18.5,868,,JSP SLIDUR,,8.7,125.08,11433,9962,6006,CONMAR SHIPPING GMBH & CO KG,JSP SLIDUR SCHIFFFAHRTS GMBH,2007,11266,8401
CQEJ,Portugal,9354428,255805686,Container,Madeira,18.5,868,,KORNETT,,8.7,125.08,11434,9962,6006,REEDEREI EICKE GMBH & CO KG,KORNETT GMBH & CO KG,2007,11264,8400
DDVQ2,Germany,9354430,218044000,Container,Hamburg,18.5,868,,HENNEKE RAMBOW,11.3,9,125.08,11274,9981,6006,RAMBOW REEDEREI,Reederei Rambow GmbH & Co. KG MS HENNEKE RAMBOW,2007,11420,8515
ZDIW5,Gibraltar,9354442,236490000,Container,Gibraltar,18.5,868,,DINA TRADER,11.3,9,125.08,11287,9981,6006,MYKLEBUSTHAUG MANAGEMENT AS,Myklebusthaug Management AS,2007,11266,8401
DDSW2,Germany,9354454,218031000,Container,HAMBURG,18.5,868,,JOANNA BORCHARD,11.3,8.7,125.08,11271,9981,6006,JEBSEN SHIPPING P MANAGEMENT,JSP ANNA SCHIFFFAHRTS GMBH,2006,11264,8400
CQIN7,Portugal,9354466,255806016,Container,LIMASSOL,18.5,868,,EMILY BORCHARD,11.3,8.7,125.08,11272,9981,6006,JENS & WALLER,TTS SCHIFFFAHRTS GMBH & CO KG,2006,11264,8400
DFHR2,Germany,9354478,218098000,Container,Hamburg,18.5,1008,,IDA RAMBOW,11.3,9,139.79,13709,11662,7284,RAMBOW REEDEREI,Reederei Rambow GmbH & Co. KG MS IDA RAMBOW,2007,11264,8400
5BSL2,Cyprus,9354533,209777000,Container,LIMASSOL,19,1730,,VLADIMIR,13.5,9.89,172.32,22708,16803,8648,FESCO WALLEM SHIPMANAGEMENT,STAR WARM SHIPPING CO LTD,2009,17862,13320
A8XG9,Liberia,9354648,636014890,Container,MONROVIA,22.3,1698,,ATOUT,,10,182.46,23978,18199,10564,CAPITAL SHIP MANAGEMENT CORP,THALES NAVIGATION SA-MAI,2010,,16660
9HA3908,Malta,9354662,256430000,Container,ST. JOHN'S,20.7,1700,,A.IDEFIX,14.2,10,175.31,23623,18263,8666,REEDEREI GEBR WINTER GMBH & CO KG,PROTOS CONTAINER CARRIERS CORP,2008,22341,16660
9HA3911,Malta,9354674,256432000,Container,ST. JOHN'S,20.63,1700,,A. OBELIX,14.2,10,175.31,23831,18199,8666,REEDEREI GEBR WINTER GMBH & CO KG,DEFTEROS CONTAINER CARRIERS,2008,22341,16660
CQIK3,Portugal,9354923,255805983,Container,HAMBURG,24.3,11000,,CMA CGM VELA,29.7,15.5,333.15,131831,128600,72696,NSB NIEDERELBE SCHIFFAHRTSGES,CONTI 155 CONTI JUPITER,2008,96875,72240
VROX4,Hong Kong,9355288,477178900,Container,Singapore,26,3194,,MAERSK BINTAN,19.3,10.8,,43097,35835,17696,BERNHARD SCHULTE GMBH & CO KG,MAERSK SHIPPING HONG KONG LTD,2008,39199,29231
9VHF2,Singapore,9355331,565810000,Container,Singapore,26,3194,,MAERSK BATAM,16.56,10.8,,43133,35835,17696,MAERSK LINE A/S,MOLLER SINGAPORE A P PTE LTD,2008,39199,29231
9V7693,Singapore,9355343,563455000,Container,Singapore,26,3078,,MAERSK BULAN,16.56,12,,43177,35835,27500,MAERSK LINE A/S,MOLLER SINGAPORE A P PTE LTD,2008,39199,29231
VRKZ9,Hong Kong,9355355,477211100,Container,HONG KONG,26,2787,,SAFMARINE BAYETE,19.3,10.8,,43197,35835,17696,MOLLER-MAERSK A/S,MAERSK SHIPPING HONG KONG LTD,2009,39199,29231
VRLA3,Hong Kong,9355367,477552400,Container,HONG KONG,26,2787,,SAFMARINE BENGELA,19.3,10.8,,43083,35835,17696,MOLLER-MAERSK A/S,MAERSK SHIPPING HONG KONG LTD,2009,39199,29231
9VFW9,Singapore,9355408,565807000,Container,SINGAPORE,23,2664,,NYK CLARA,16.7,11.52,200.36,34578,27051,11833,NYK SHIPMANAGEMENT PTE LTD,PORTUNUS SHIPPING PTE LTD,2008,29194,21770
9VFC2,Singapore,9355410,565963000,Container,SINGAPORE,23,2664,,NYK DANIELLA,16.7,11.52,200.36,34536,27051,11833,WALLEM SHIPMANAGEMENT LTD,LUGALIS SHIPPING PTE LTD,2008,,
5BKR3,Cyprus,9355422,209850000,Container,Limassol,18.1,850,,ANDROMEDA J,9.5,7,133.65,11052,8273,4002,JUNGERHANS MARITIME SERVICES GMBH & CO KG,MS ANDROMEDA J Schiffahrtsgesellschaft UG (haftungsbeschr__kt) & Co. KG,2006,11264,8400
V2CF5,Antigua and Barbuda,9355434,304122000,Container,St. John's,18.1,850,,PEGASUS J,9.5,7,133.65,11025,8273,4002,JUNGERHANS MARITIME SERVICES GMBH & CO KG,MS PEGASUS J Schiffahrtsges. UG (haftungsbeschr__kt) & Co. KG,2006,11264,8400
5BBU3,Cyprus,9355446,209719000,Container,Limassol,17.9,850,,BG IRELAND,9.5,7,133.65,11177,8246,4002,JUNGERHANS MARITIME SERVICES GMBH & CO KG,MS NORMA J Schiffahrtsges. UG (haftungsbeschr__kt) & Co. KG,2007,11264,8400
V2CN7,Antigua and Barbuda,9355458,305055000,Container,St. John's,17.9,850,,PAVO J,9.5,7,133.65,11180,8246,4002,JUNGERHANS MARITIME SERVICES GMBH & CO KG,MS PAVO J Schiffahrtsges. UG (haftungsbeschr__kt) & Co. KG,2007,11264,8400
V2CV3,Antigua and Barbuda,9355460,305115000,Container,St. John's,17.9,850,,SPICA J,9.5,7,133.65,11186,8246,4002,JUNGERHANS MARITIME SERVICES GMBH & CO KG,MS SPICA J Schiffahrtsges. UG (haftungsbeschr__kt) & Co. KG,2007,11264,8400
V2CX7,Antigua and Barbuda,9355472,305140000,Container,St. John's,17.9,850,,TUCANA J,9.5,7,133.65,11152,8246,4002,JUNGERHANS MARITIME SERVICES GMBH & CO KG,MS TUCANA J Shipping UG (haftungsbeschr__kt) & Co. KG,2007,11264,8400
VREC4,Hong Kong,9355551,477107200,Container,HONG KONG,25.8,10062,,COSCO PACIFIC,27.2,14.5,348.5,111315,115776,54911,SHANGHAI OCEAN SHIPPING CO LTD,COSCO PACIFIC SHIPPING LTD,2008,92047,68640
VREM3,Hong Kong,9355563,477136800,Container,HONG KONG,25.8,10062,,COSCO KAOHSIUNG,27.2,14.5,348.5,111414,115776,54911,SHANGHAI OCEAN SHIPPING CO LTD,COSCO INDIAN OCEAN SHIPPING,2008,92047,68640
VREV9,Hong Kong,9355575,477189300,Container,HONG KONG,25.8,10062,,COSCO TAICANG,27.2,14.5,348.5,111499,119196,54911,SHANGHAI OCEAN SHIPPING CO LTD,COSCO ATLANTIC SHIPPING LTD,2009,92047,68640
VRDE7,Hong Kong,9355757,477958300,Container,HONG KONG,24.5,4253,,OOCL HOUSTON,19.3,12.6,244.8,50585,40168,24450,ORIENT OVERSEAS CONTAINER LINE,RBSSAF 26 LTD,2007,49027,36560
VRDU8,Hong Kong,9355769,477056600,Container,HONG KONG,24.5,4578,,OOCL PANAMA,19.3,12.62,244.8,50633,40168,24450,ORIENT OVERSEAS CONTAINER LINE,RBSSAF 26 LTD,2008,49027,36560
PHFZ,Netherlands,9355812,246530000,Container,DELFZIJL,19.75,1712,,RIJNBORG,10.85,7.7,,16450,16506,8084,WAGENBORG SHIPPING BV,WAGENBORG SHIPOWNERS BV,2007,20115,15000
WSNA,United States of America,9356074,338775000,Container,Singapore,22.1,2478,,SAFMARINE NGAMI,16.4,11.4,,35119,25904,12668,MAERSK LINE LTD,MAERSK LINE LTD,2008,29194,21770
VRLA2,Hong Kong,9356086,477552300,Container,HONG KONG,22,2474,,SAFMARINE NYASSA,16.4,11.4,,35292,25904,12668,BERNHARD SCHULTE GMBH & CO KG,MAERSK SHIPPING HONG KONG LTD,2008,29194,21770
VRKZ6,Hong Kong,9356098,477552700,Container,HONG KONG,22,2474,,SAFMARINE NILE,16.4,11.4,,35181,25904,12668,MOLLER-MAERSK A/S,MAERSK SHIPPING HONG KONG LTD,2008,29598,22071
VRKZ8,Hong Kong,9356103,477552900,Container,HONG KONG,22,2478,,SAFMARINE NAKURU,16.4,11.4,,35137,25904,12668,MOLLER-MAERSK A/S,MAERSK SHIPPING HONG KONG LTD,2008,,
VRLA5,Hong Kong,9356115,477552100,Container,HONG KONG,22,2474,,SAFMARINE NUBA,16.4,11.4,,35144,25904,12600,MOLLER-MAERSK A/S,MAERSK SHIPPING HONG KONG LTD,2008,29194,21770
OZDJ2,Denmark,9356127,219223000,Container,K__enhavn,22.6,2478,,MAERSK NEWPORT,11.88,11.4,,35483,25888,12688,MAERSK LINE A/S,MAERSK LINE A/S,2008,29194,21770
OZDK2,Denmark,9356139,219225000,Container,K__enhavn,22.1,2478,,MAERSK NORFOLK,16.4,11.4,,35205,25888,12668,MAERSK LINE A/S,MAERSK LINE A/S,2008,29194,21770
PPUW,Brazil,9356141,710001280,Container,Monrovia,22,2478,,MERCOSUL SUAPE,,11.4,,35221,25888,12688,MAERSK LINE A/S,MERCOSUL LINE NAVEGACAO,2008,29598,22071
PPUT,Brazil,9356153,710001270,Container,,22,2478,,MERCOSUL SANTOS,,11.4,,35239,25888,12668,MAERSK LINE A/S,MERCOSUL LINE NAVEGACAO,2009,29598,22071
PPXT,Brazil,9356165,710002140,Container,,23,2478,,MERCOSUL MANAUS,,11.4,210.54,35220,25888,12668,MAERSK LINE A/S,MAERSK BV,2009,29598,22071
5BNE2,Cyprus,9356294,212151000,Container,LIMASSOL,24.3,11038,,CMA CGM THALASSA,29.7,15.5,,131938,128600,72696,CMA SHIPS UK LTD,GLOBAL SHIP LEASE 13 LTD,2008,91886,68520
2BTO8,United Kingdom,9356309,235069238,Container,LONDON,24.8,11040,,CMA CGM HYDRA,29.7,15.05,,131831,128600,72699,CMA SHIPS,CYPRES BAIL 1,2009,96875,72240
2CAC8,United Kingdom,9356311,235070928,Container,LONDON,24.8,10960,,CMA CGM MUSCA,29.7,15.52,,131830,128600,72696,CMA SHIPS,MUSCA BAIL SNC,2009,96875,72240
9HA4066,Malta,9356658,249038000,Container,MONROVIA,18,1028,,MAX VENTURE,,8.25,146.4,12244,10609,4844,OSM MARITIME AS,BMAX SHIPPING 5219 LTD,2008,12712,9480
V7PZ3,Marshall Islands,9356660,538003317,Container,MAJURO,18,1024,,REECON WOLF,11.3,8.25,,12300,10609,5155,FURTRANS SHIP MANAGEMENT GMBH,DAIMON SHIPPING LTD,2008,12712,9480
9HA3644,Malta,9356672,229825000,Container,VALLETTA,18,1024,,REECON EMIR,,8.25,,12513,10796,4866,FURTRANS SHIP MANAGEMENT GMBH,BENDIS SHIPPING LTD,2009,,9400
3FVR2,Panama,9356696,370840000,Container,PANAMA,25,6661,,NYK THEMIS,20.14,14.02,295.38,80227,76826,27684,NYK SHIPMANAGEMENT PTE LTD,CHERUB SHIPPING CORP,2008,84229,62810
3F0G4,Panama,9356701,370959000,Container,PANAMA,25,6661,,NYK THESEUS,20.14,14.02,295.38,80220,76789,27684,NYK SHIPMANAGEMENT PTE LTD,OHSAKI MARINE CORP,2008,84229,62810
3FUL2,Panama,9356713,372052000,Container,PANAMA,25,6661,,NYK TRITON,20.144,14.02,295.38,80246,76499,27684,COLUMBIA SHIPMANAGEMENT LTD,OHSAKI MARINE CORP,2008,84229,62810
A8OJ4,Liberia,9356799,636013637,Container,MONROVIA,16.5,1043,,ANTIGONI,11.2,8.37,134.67,12790,9610,4716,COSMOSHIP MANAGEMENT S.A.,LAKEWORLDWINDS NAV LTD,2008,10540,7860
V2FM5,Antigua and Barbuda,9356804,305722000,Container,St. John's,16.5,1043,,HANSE ENDURANCE,11.2,8.2,134.67,12793,9610,4716,JOHS THODE GMBH & CO KG,MS HANSE ENDURANCE Schiffahrtsgesellschaft mbH & Co. KG,2008,10540,7860
9VFX3,Singapore,9356830,565795000,Container,SINGAPORE,20,1810,,KOTA NABIL,,10.7,,25985,20902,9119,PACIFIC INTERNATIONAL LINES,PST MANAGEMENT PTE LTD,2008,22261,16600
V7KR5,Marshall Islands,9356842,538002666,Container,Majuro,19.8,1440,,CAPE FORBY,14.2,9.5,161.4,20308,15995,6251,COLUMBIA SHIPMANAGEMENT LTD,CAPE FORBY SHIPPING CO LTD,2006,14831,11060
